timestamp,time_took,temp,compass,acc_z,acc_y,acc_x
1602918840196,153,29,148,-976,384,112
1602918840415,219,29,148,-968,384,116
1602918840567,152,29,148,-968,388,120
1602918840722,155,29,148,-976,384,112
1602918840875,153,29,148,-976,392,112
1602918841028,153,29,148,-972,384,120
1602918841179,151,29,148,-972,384,120
1602918841334,155,29,148,-972,392,112
1602918841489,155,29,148,-968,388,120
1602918841641,152,29,148,-968,384,112
1602918841792,151,29,148,-976,388,116
1602918841947,155,29,148,-972,384,124
1602918842102,155,29,148,-964,388,104
1602918842255,153,29,146,-956,444,108
1602918842408,153,29,148,-968,384,120
1602918842561,153,29,147,-968,388,116
1602918842717,156,29,148,-968,388,120
1602918842867,150,29,147,-972,388,116
1602918843020,153,29,148,-972,384,120
1602918843174,154,29,148,-976,384,112
1602918843325,151,29,147,-968,384,124
1602918843482,157,29,148,-968,384,108
1602918843633,151,29,148,-976,388,116
1602918843786,153,29,147,-972,392,116
1602918843938,152,29,147,-968,384,116
1602918844092,154,29,148,-976,380,116
1602918844249,157,29,148,-972,380,116
1602918844400,151,29,147,-972,388,120
1602918844553,153,29,148,-968,380,120
1602918844706,153,29,147,-976,384,120
1602918844860,154,29,148,-968,384,112
1602918845015,155,29,147,-968,380,116
1602918845167,152,29,147,-968,388,120
1602918845321,154,29,148,-976,380,116
1602918845472,151,29,148,-964,384,116
1602918845627,155,29,147,-964,388,124
1602918845781,154,29,148,-968,388,120
1602918845933,152,29,147,-968,384,124
1602918846087,154,29,147,-968,380,120
1602918846240,153,29,147,-972,384,120
1602918846392,152,29,147,-960,380,120
1602918846547,155,29,148,-972,380,120
1602918846700,153,29,147,-976,384,124
1602918846852,152,29,147,-960,384,116
1602918847006,154,29,147,-980,380,124
1602918847160,154,29,147,-964,380,124
1602918847315,155,29,147,-972,384,112
1602918847467,152,29,147,-976,380,124
1602918847619,152,29,148,-980,376,116
1602918847772,153,29,147,-968,388,124
1602918847927,155,29,147,-976,380,120
1602918848081,154,29,147,-972,388,120
1602918848232,151,29,147,-964,388,116
1602918848386,154,29,147,-980,384,120
1602918848573,187,29,147,-976,384,120
1602918848729,156,29,148,-972,376,112
1602918848878,149,29,147,-972,384,112
1602918849029,151,29,147,-972,388,116
1602918849184,155,29,147,-972,384,120
1602918849335,151,29,147,-972,380,120
1602918849491,156,29,147,-976,388,108
1602918849704,213,29,147,-968,388,112
1602918849902,198,29,147,-972,384,120
1602918850086,184,29,147,-972,380,120
1602918850237,151,29,147,-972,384,116
1602918850392,155,29,147,-976,384,116
1602918850545,153,29,147,-976,384,116
1602918850699,154,29,147,-972,384,116
1602918850850,151,29,147,-972,388,124
1602918851004,154,29,147,-980,388,116
1602918851222,218,29,147,-968,380,120
1602918851404,182,29,147,-960,380,120
1602918851572,168,29,147,-980,388,124
1602918851726,154,29,147,-968,380,120
1602918851878,152,29,147,-972,380,128
1602918852033,155,29,147,-972,384,124
1602918852186,153,29,147,-968,388,116
1602918852339,153,29,147,-968,388,124
1602918852492,153,29,147,-968,384,116
1602918852646,154,29,147,-968,384,128
1602918852859,213,29,147,-972,380,116
1602918853043,184,29,147,-968,388,120
1602918853211,168,29,147,-972,384,120
1602918853365,154,29,147,-976,380,124
1602918853519,154,29,148,-988,384,116
1602918853671,152,29,147,-976,380,116
1602918853885,214,29,147,-972,384,116
1602918854067,182,29,147,-968,380,124
1602918854236,169,29,147,-972,384,128
1602918854390,154,29,147,-968,384,120
1602918854544,154,29,148,-968,380,120
1602918854695,151,29,147,-976,404,112
1602918854850,155,29,147,-972,384,124
1602918855003,153,29,147,-972,380,120
1602918855156,153,29,147,-972,384,124
1602918855310,154,29,147,-968,380,116
1602918855463,153,29,147,-968,376,120
1602918855617,154,29,147,-972,376,120
1602918855768,151,29,147,-976,372,116
1602918855921,153,29,147,-968,380,120
1602918856077,156,29,147,-972,380,124
1602918856227,150,29,147,-972,380,120
1602918856387,160,29,147,-972,380,120
1602918856535,148,29,147,-968,380,116
1602918856688,153,29,147,-968,384,120
1602918856842,154,29,147,-960,380,120
1602918856993,151,29,147,-972,380,124
1602918857146,153,29,147,-968,380,124
1602918857300,154,29,147,-980,380,120
1602918857453,153,29,147,-972,384,120
1602918857607,154,29,147,-964,384,120
1602918857759,152,29,147,-968,376,116
1602918857914,155,29,147,-964,384,120
1602918858067,153,29,147,-972,380,112
1602918858219,152,29,147,-972,384,116
1602918858374,155,29,147,-960,380,120
1602918858527,153,29,147,-972,384,124
1602918858678,151,29,147,-968,384,124
1602918858833,155,29,147,-980,376,116
1602918858986,153,29,147,-968,376,120
1602918859139,153,29,147,-972,384,120
1602918859293,154,29,147,-972,376,124
1602918859444,151,29,147,-968,384,124
1602918859602,158,29,147,-972,392,116
1602918859753,151,29,147,-972,380,124
1602918859906,153,29,147,-980,376,124
1602918860059,153,29,147,-972,384,124
1602918860211,152,28,147,-976,384,124
1602918860368,157,29,147,-984,384,124
1602918860518,150,29,151,-976,392,0
1602918860672,154,28,152,-1096,372,140
1602918860824,152,29,134,-960,408,104
1602918860979,155,29,181,-1052,540,-60
1602918861130,151,29,185,-868,852,-60
1602918861283,153,29,60,-1076,176,112
1602918861438,155,29,64,-1236,-284,-208
1602918861590,152,28,14,-1300,-104,148
1602918861746,156,28,299,-624,-76,8
1602918861900,154,28,254,-940,4,-88
1602918862051,151,28,208,-856,156,0
1602918862206,155,28,214,-1304,100,-20
1602918862374,168,28,205,-820,144,16
1602918862527,153,28,222,-1140,140,84
1602918862680,153,28,213,-1004,180,60
1602918862833,153,28,195,-1172,160,56
1602918862988,155,28,205,-1116,144,108
1602918863140,152,28,189,-984,140,116
1602918863292,152,28,188,-1000,204,164
1602918863447,155,28,173,-840,144,40
1602918863598,151,28,159,-1156,100,-260
1602918863754,156,28,227,-1016,108,-308
1602918863905,151,28,127,-396,36,-756
1602918864060,155,28,197,-280,72,-832
1602918864228,168,28,164,-80,80,-1084
1602918864444,216,28,287,32,84,-1036
1602918864611,167,28,249,8,104,-1016
1602918864780,169,28,223,-256,100,-940
1602918864947,167,28,201,-420,144,-860
1602918865050,103,28,196,-672,204,-744
1602918865218,168,28,221,-948,216,-468
1602918865370,152,28,216,-876,168,-308
1602918865541,171,28,215,-1012,148,12
1602918865708,167,28,205,-892,204,276
1602918865953,245,28,210,-584,244,772
1602918866151,198,28,194,-348,268,880
1602918866319,168,28,198,-224,208,1012
1602918866471,152,28,148,-156,224,1000
1602918866627,156,28,155,-72,256,892
1602918866838,211,28,162,20,224,1020
1602918867038,200,28,110,-8,116,1168
1602918867209,171,28,157,72,284,788
1602918867391,182,28,181,104,376,888
1602918867543,152,28,154,-144,356,1140
1602918867696,153,28,98,-288,244,1100
1602918867850,154,28,172,-324,400,784
1602918868001,151,28,161,-740,284,864
1602918868157,156,28,184,-752,260,720
1602918868309,152,28,216,-648,248,416
1602918868492,183,28,198,-1008,248,192
1602918868689,197,28,198,-1124,236,-4
1602918868861,172,28,187,-1044,216,-148
1602918869013,152,28,202,-968,196,-172
1602918869166,153,28,197,-1072,160,-400
1602918869319,153,28,185,-948,160,-524
1602918869487,168,28,179,-796,160,-688
1602918869701,214,28,116,-164,124,-964
1602918869886,185,28,153,-288,156,-980
1602918870038,152,28,79,72,56,-920
1602918870192,154,28,102,120,116,-996
1602918870345,153,28,196,-132,140,-948
1602918870497,152,28,166,-204,116,-1012
1602918870653,156,28,193,-428,160,-960
1602918870805,152,28,201,-728,140,-696
1602918870956,151,28,226,-1052,196,-484
1602918871111,155,28,219,-936,164,-212
1602918871280,169,28,205,-1140,220,-36
1602918871434,154,28,230,-956,212,244
1602918871588,154,28,212,-884,208,528
1602918871742,154,28,188,-600,224,680
1602918871894,152,28,211,-496,208,944
1602918872046,152,28,166,36,252,844
1602918872201,155,28,166,104,256,1024
1602918872354,153,28,128,80,208,1012
1602918872508,154,28,150,228,212,1060
1602918872661,153,28,147,68,252,1024
1602918872814,153,28,174,-16,280,1008
1602918872967,153,28,181,-144,252,796
1602918873121,154,28,153,-784,168,864
1602918873273,152,28,128,-968,144,512
1602918873443,170,28,161,-992,124,108
1602918873599,156,28,188,-952,80,-144
1602918873771,172,28,207,-1140,108,-296
1602918873941,170,28,146,-780,60,-436
1602918874109,168,28,197,-1016,128,-648
1602918874282,173,28,199,-736,28,-720
1602918874437,155,28,219,-596,64,-880
1602918874592,155,28,145,-180,68,-1036
1602918874745,153,28,161,-172,92,-1076
1602918874899,154,28,217,-496,92,-896
1602918875052,153,28,220,-816,104,-636
1602918875206,154,28,209,-936,132,-448
1602918875376,170,28,222,-1120,200,-168
1602918875533,157,28,219,-780,180,96
1602918875703,170,28,208,-948,204,320
1602918875860,157,28,222,-680,220,424
1602918876033,173,28,211,-944,216,616
1602918876201,168,28,180,-848,224,688
1602918876355,154,28,193,-912,200,408
1602918876508,153,28,185,-1208,192,268
1602918876660,152,28,204,-956,180,224
1602918876815,155,28,188,-968,208,144
1602918876968,153,28,203,-904,280,168
1602918877121,153,28,187,-840,340,76
1602918877290,169,28,178,-832,524,40
1602918877463,173,28,213,-904,656,-36
1602918877632,169,28,199,-844,780,40
1602918877788,156,28,168,-512,804,-20
1602918877961,173,28,202,-548,912,92
1602918878134,173,28,208,-584,952,68
1602918878300,166,28,148,-388,912,-104
1602918878455,155,28,223,-484,1016,76
1602918878607,152,28,197,-420,1024,20
1602918878759,152,28,207,-324,996,48
1602918878913,154,28,193,-260,1052,28
1602918879067,154,28,187,-240,1076,16
1602918879224,157,28,155,-228,1012,-60
1602918879377,153,28,272,-380,1036,148
1602918879530,153,28,163,-596,884,-4
1602918879620,90,28,195,-668,612,40
1602918879775,155,28,286,-920,516,240
1602918879926,151,28,253,-224,156,292
1602918880097,171,28,281,-652,-68,104
1602918880264,167,28,284,-784,-380,20
1602918880432,168,28,190,-1216,-532,-76
1602918880661,229,28,269,-588,-720,8
1602918880829,168,28,238,-540,-860,176
1602918880982,153,28,224,-464,-904,-68
1602918881148,166,28,217,-452,-944,0
1602918881305,157,28,209,-340,-888,92
1602918881472,167,28,218,-640,-732,32
1602918881639,167,28,279,-244,-524,168
1602918881868,229,28,169,-1324,-164,116
1602918882052,184,28,203,-1240,-4,-4
1602918882236,184,28,203,-880,132,-4
1602918882390,154,28,195,-1044,208,-60
1602918882557,167,28,238,-1168,224,96
1602918882726,169,28,206,-1060,216,4
1602918882879,153,28,200,-992,136,-24
1602918883035,156,28,237,-940,16,72
1602918883186,151,28,197,-1176,40,-72
1602918883339,153,28,203,-844,32,-128
1602918883491,152,28,221,-956,32,-296
1602918883661,170,28,204,-920,20,-488
1602918883874,213,28,221,-228,148,-1044
1602918884074,200,28,66,972,12,-436
1602918884292,218,28,79,1016,92,-232
1602918884445,153,28,70,1028,108,-172
1602918884598,153,28,67,904,64,-68
1602918884753,155,28,67,1196,68,-252
1602918884980,227,28,58,928,52,0
1602918885164,184,28,58,952,48,28
1602918885318,154,28,49,948,36,-20
1602918885469,151,28,61,892,12,112
1602918885558,89,28,39,1052,64,-108
1602918885714,156,28,41,940,52,-24
1602918885939,225,28,49,972,12,40
1602918886125,186,28,54,984,0,60
1602918886278,153,28,45,960,24,-4
1602918886430,152,28,37,904,60,-100
1602918886583,153,28,27,1060,-4,-236
1602918886741,158,28,44,932,-136,-340
1602918886907,166,28,11,840,16,-700
1602918887058,151,28,43,640,-36,-964
1602918887228,170,28,182,-608,-128,-772
1602918887394,166,28,256,-908,-252,-180
1602918887565,171,28,207,-1508,-192,156
1602918887731,166,28,152,-972,-128,184
1602918887901,170,28,184,-1060,-100,216
1602918888070,169,28,185,-1032,-132,132
1602918888236,166,28,168,-1044,-152,80
1602918888391,155,28,170,-1052,-140,60
1602918888560,169,28,177,-1056,-128,56
1602918888714,154,28,174,-1048,-120,56
1602918888882,168,28,155,-980,-116,16
1602918889037,155,28,168,-1044,-100,32
1602918889202,165,28,159,-1028,-124,-8
1602918889360,158,28,168,-992,-104,-48
1602918889525,165,28,177,-1048,-152,-72
1602918889678,153,28,180,-1008,-148,-72
1602918889832,154,28,136,-976,-140,-252
1602918889986,154,28,215,-920,-68,-12
1602918890139,153,28,150,-1040,-132,-184
1602918890293,154,28,184,-976,-76,-72
1602918890459,166,28,175,-1044,-96,-96
1602918890614,155,28,139,-1060,-140,-164
1602918890767,153,28,171,-972,-140,-128
1602918890920,153,28,145,-1036,-144,-148
1602918891073,153,28,161,-1008,-136,-104
1602918891225,152,28,157,-1056,-88,-144
1602918891378,153,28,215,-800,-68,52
1602918891535,157,28,159,-836,-88,-36
1602918891700,165,28,131,-1208,228,-504
1602918891854,154,28,217,-1236,92,276
1602918892009,155,28,258,-792,-76,364
1602918892162,153,28,228,-972,-12,408
1602918892314,152,28,230,-1092,-8,200
1602918892468,154,28,236,-1092,20,260
1602918892637,169,28,163,-1124,116,-180
1602918892790,153,28,213,-1108,24,76
1602918892943,153,28,264,-948,-84,340
1602918893096,153,28,193,-1396,188,168
1602918893249,153,28,247,-1008,-76,260
1602918893403,154,28,179,-976,-32,176
1602918893572,169,28,226,-1124,-28,220
1602918893725,153,28,240,-872,-112,340
1602918893894,169,28,134,-1204,12,-8
1602918894046,152,28,133,-1264,4,-188
1602918894200,154,28,260,-48,-464,1308
1602918894351,151,28,143,-1760,124,-248
1602918894520,169,28,142,-984,184,-176
1602918894675,155,28,265,-888,-84,164
1602918894843,168,28,42,-672,-128,-48
1602918895010,167,28,198,-1220,92,44
1602918895180,170,28,78,-1396,12,-140
1602918895349,169,28,98,-1308,148,56
1602918895516,167,28,10,-848,-172,92
1602918895688,172,28,312,-976,-140,104
1602918895853,165,28,282,-968,-180,4
1602918896024,171,28,298,-916,-276,-32
1602918896193,169,28,317,-976,-332,-104
1602918896344,151,28,275,-1000,-232,36
1602918896499,155,28,278,-968,-228,4
1602918896655,156,28,279,-1048,-68,28
1602918896820,165,28,272,-1008,-84,80
1602918897064,244,28,284,-1044,-56,-76
1602918897218,154,28,262,-1020,36,-12
1602918897371,153,28,277,-1048,-140,136
1602918897540,169,28,256,-1028,-268,-12
1602918897693,153,28,317,-964,-320,-196
1602918897844,151,28,268,-952,-168,84
1602918897999,155,28,90,-1100,-196,-492
1602918898167,168,28,297,-824,-180,60
1602918898321,154,28,358,-724,-84,-96
1602918898490,169,28,294,-840,-252,348
1602918898719,229,28,288,-900,-72,88
1602918898918,199,28,226,-1244,44,76
1602918899086,168,28,176,-996,152,-4
1602918899254,168,28,202,-1152,172,-4
1602918899407,153,28,209,-956,128,-76
1602918899636,229,28,212,-1096,48,-188
1602918899836,200,28,224,-936,-28,-88
1602918900018,182,28,283,-796,-260,-76
1602918900185,167,28,257,-1056,-208,-156
1602918900340,155,28,270,-924,-220,-300
1602918900493,153,28,227,-1016,-168,-300
1602918900662,169,28,180,-876,-228,-400
1602918900815,153,28,259,-1036,-324,-84
1602918900984,169,28,276,-804,-256,-200
1602918901202,218,28,254,-1232,-184,-20
1602918901446,244,28,267,-984,-128,112
1602918901628,182,28,296,-956,-168,176
1602918901798,170,28,298,-896,-88,196
1602918901949,151,28,284,-872,0,168
1602918902103,154,28,268,-960,48,196
1602918902258,155,28,284,-964,-4,124
1602918902485,227,28,278,-936,-48,148
1602918902670,185,28,253,-1204,48,-16
1602918902839,169,28,253,-352,-88,184
1602918902992,153,28,252,-1144,-20,256
1602918903145,153,28,228,-960,-48,256
1602918903298,153,28,232,-680,-112,420
1602918903452,154,28,205,-912,-60,224
1602918903606,154,28,169,-1120,52,-64
1602918903774,168,28,166,-832,124,-40
1602918903862,88,28,119,-608,220,-332
1602918904030,168,28,113,-1260,252,-192
1602918904185,155,28,145,-1308,280,-220
1602918904351,166,28,356,-920,168,-12
1602918904507,156,28,47,-780,160,-124
1602918904673,166,28,50,-1220,284,-256
1602918904825,152,28,306,-528,72,144
1602918904980,155,28,62,-1492,420,-544
1602918905133,153,28,341,-1080,168,-92
1602918905286,153,28,326,-676,20,-32
1602918905439,153,28,335,-972,-48,-132
1602918905595,156,28,325,-1136,132,-124
1602918905747,152,28,66,-1232,32,-520
1602918905914,167,28,76,-1240,76,-420
1602918906069,155,28,291,-1120,20,464
1602918906222,153,28,94,-1080,328,-636
1602918906375,153,28,310,-1360,148,148
1602918906543,168,28,120,-760,88,-180
1602918906697,154,28,174,-1388,56,108
1602918906848,151,28,130,-752,132,-224
1602918907006,158,28,162,-1144,144,-100
1602918907172,166,28,165,-1044,224,-188
1602918907325,153,28,226,-1116,76,184
1602918907478,153,28,227,-972,88,88
1602918907631,153,28,212,-988,104,-40
1602918907783,152,28,248,-968,56,136
1602918907938,155,28,225,-1044,120,-8
1602918908106,168,28,219,-1128,172,-36
1602918908259,153,28,250,-812,8,132
1602918908411,152,28,253,-948,4,292
1602918908566,155,28,165,-956,188,-280
1602918908734,168,28,190,-1256,20,-28
1602918908887,153,28,178,-916,124,-72
1602918909056,169,28,117,-1096,152,-280
1602918909208,152,28,302,-820,0,80
1602918909363,155,28,74,-1124,56,-40
1602918909514,151,28,344,-952,20,72
1602918909668,154,28,86,-1112,152,-268
1602918909822,154,28,354,-1088,92,60
1602918909989,167,28,102,-992,196,-312
1602918910144,155,28,99,-1060,116,-112
1602918910294,150,28,100,-928,80,0
1602918910451,157,28,112,-1104,116,4
1602918910603,152,28,107,-1004,84,40
1602918910758,155,28,118,-1020,116,52
1602918910912,154,28,104,-1064,100,44
1602918911065,153,28,114,-1012,92,64
1602918911218,153,28,121,-968,104,128
1602918911370,152,28,117,-1140,68,196
1602918911459,89,28,123,-984,100,36
1602918911611,152,28,127,-1064,44,148
1602918911766,155,28,196,-860,44,328
1602918911919,153,28,126,-1056,76,208
1602918912073,154,28,121,-948,72,148
1602918912226,153,28,146,-984,76,300
1602918912383,157,28,150,-980,56,324
1602918912533,150,28,131,-956,120,196
1602918912686,153,28,142,-904,52,316
1602918912840,154,28,124,-996,4,280
1602918912993,153,28,126,-1048,60,232
1602918913235,242,28,150,-988,32,316
1602918913406,171,28,148,-1000,72,316
1602918913559,153,28,133,-1068,32,272
1602918913713,154,28,137,-960,16,272
1602918913864,151,28,139,-1052,40,244
1602918914035,171,28,139,-1016,8,268
1602918914232,197,28,126,-1004,0,228
1602918914461,229,28,119,-1028,0,196
1602918914659,198,28,139,-1060,32,288
1602918914812,153,28,122,-908,4,192
1602918914966,154,28,150,-1012,96,272
1602918915136,170,28,155,-932,60,356
1602918915288,152,28,167,-736,172,384
1602918915445,157,28,153,-520,100,260
1602918915596,151,28,140,-604,16,288
1602918915823,227,28,140,-772,256,116
1602918916008,185,28,211,-200,336,56
1602918916192,184,28,205,-1640,1064,760
1602918916390,198,28,225,-920,-324,352
1602918916558,168,28,186,-1144,-212,120
1602918916712,154,28,161,-1052,-240,436
1602918916878,166,28,157,-652,-316,640
1602918917034,156,28,126,-764,-288,608
1602918917200,166,28,117,-772,-140,680
1602918917369,169,28,114,-728,40,804
1602918917584,215,28,118,-1060,120,600
1602918917768,184,28,186,-576,144,752
1602918917935,167,28,255,-256,-44,760
1602918918088,153,28,240,-640,284,784
1602918918258,170,28,274,-268,112,688
1602918918411,153,28,282,-532,128,868
1602918918580,169,28,300,-860,88,584
1602918918733,153,28,350,-120,-260,-8
1602918918902,169,28,302,-588,-64,1016
1602918919055,153,28,174,-964,352,404
1602918919222,167,28,278,-472,300,896
1602918919375,153,28,145,-696,512,624
1602918919532,157,28,99,-968,640,500
1602918919682,150,28,103,-924,468,336
1602918919854,172,28,125,-932,464,388
1602918920018,164,28,113,-700,364,260
1602918920173,155,28,90,-684,244,144
1602918920327,154,28,199,-1044,472,528
1602918920481,154,28,260,-732,596,604
1602918920635,154,28,256,-820,592,412
1602918920803,168,28,264,-844,468,324
1602918920957,154,28,274,-920,388,272
1602918921127,170,28,232,-920,512,52
1602918921296,169,28,248,-1072,580,188
1602918921461,165,28,230,-1012,644,-104
1602918921614,153,28,223,-844,516,-160
1602918921771,157,28,232,-888,508,-28
1602918921922,151,28,225,-976,604,-208
1602918922075,153,28,233,-844,560,-100
1602918922227,152,28,227,-780,588,-124
1602918922380,153,28,247,-780,644,196
1602918922537,157,28,234,-492,788,84
1602918922704,167,28,223,-608,940,-48
1602918922856,152,28,223,-744,840,-140
1602918923011,155,28,223,-728,804,-128
1602918923182,171,28,218,-768,772,-120
1602918923347,165,28,218,-696,792,-72
1602918923502,155,28,223,-840,816,-96
1602918923669,167,28,234,-708,800,76
1602918923822,153,28,222,-588,860,-12
1602918923977,155,28,228,-688,880,-32
1602918924131,154,28,225,-584,892,-56
1602918924299,168,28,210,-488,940,-132
1602918924453,154,28,218,-572,832,-116
1602918924621,168,28,204,-424,1040,-140
1602918924777,156,28,226,-404,892,-24
1602918924941,164,28,236,-404,628,32
1602918925099,158,28,227,-468,908,-24
1602918925266,167,28,228,-592,880,-40
1602918925418,152,28,234,-648,844,24
1602918925571,153,28,242,-664,856,80
1602918925726,155,28,245,-656,848,64
1602918925893,167,28,239,-652,844,56
1602918926048,155,28,242,-660,840,60
1602918926212,164,28,242,-656,848,56
1602918926377,165,28,243,-640,780,80
1602918926543,166,28,254,-776,716,8
1602918926712,169,28,224,-660,828,-128
1602918926889,177,28,245,-720,848,28
1602918927057,168,28,235,-688,820,52
1602918927225,168,28,244,-748,816,16
1602918927381,156,28,246,-672,836,92
1602918927533,152,28,247,-668,832,76
1602918927687,154,28,243,-664,828,84
1602918927840,153,28,251,-672,836,84
1602918927993,153,28,246,-664,828,80
1602918928153,160,28,250,-668,828,92
1602918928308,155,28,242,-668,840,88
1602918928464,156,28,246,-668,828,92
1602918928615,151,28,247,-672,832,92
1602918928786,171,28,244,-668,840,88
1602918928935,149,28,253,-676,828,92
1602918929090,155,28,250,-672,832,92
1602918929177,87,28,247,-672,832,88
1602918929331,154,28,250,-672,832,88
1602918929601,270,28,245,-664,832,88
1602918929759,158,28,243,-672,832,84
1602918929912,153,28,245,-680,828,92
1602918930065,153,28,251,-664,828,88
1602918930153,88,28,252,-672,816,84
1602918930307,154,28,245,-680,828,88
1602918930475,168,28,253,-668,832,92
1602918930704,229,27,247,-668,828,84
