timestamp,time_took,temp,compass,acc_z,acc_y,acc_x
1603002913517,66,29,94,-520,884,-56
1603002913582,65,29,100,-380,996,-156
1603002913673,91,29,76,-516,896,-228
1603002913743,70,29,69,-688,896,-84
1603002913811,68,29,100,-536,908,-88
1603002913880,69,29,97,-604,888,-48
1603002913947,67,29,87,-612,768,-64
1603002914042,95,29,94,-624,896,-152
1603002914108,66,29,98,-660,848,-64
1603002914173,65,29,90,-740,948,-164
1603002914241,68,29,93,-808,828,0
1603002914305,64,29,105,-704,828,-76
1603002914411,106,29,204,-684,836,248
1603002914477,66,29,101,-776,768,8
1603002914546,69,29,89,-868,808,-40
1603002914610,64,29,106,-892,652,-8
1603002914674,64,29,91,-864,568,-140
1603002914772,98,29,107,-868,464,-12
1603002914836,64,29,94,-848,328,68
1603002914909,73,29,133,-980,648,108
1603002914977,68,29,122,-840,312,100
1603002915045,68,29,130,-948,488,128
1603002915230,185,29,117,-1016,344,108
1603002915301,71,29,112,-1020,220,8
1603002915368,67,29,129,-996,248,112
1603002915439,71,29,130,-996,240,36
1603002915504,65,29,133,-976,232,72
1603002915613,109,29,127,-960,184,64
1603002915678,65,29,149,-992,324,220
1603002915749,71,29,125,-932,152,188
1603002915814,65,29,145,-1036,384,228
1603002915881,67,29,153,-976,428,344
1603002915986,105,29,154,-932,404,440
1603002916047,61,29,124,-888,208,288
1603002916120,73,29,127,-968,360,356
1603002916187,67,29,152,-840,396,588
1603002916257,70,29,156,-640,304,708
1603002916365,108,29,152,-592,336,764
1603002916436,71,29,171,-408,316,904
1603002916502,66,29,124,-760,388,680
1603002916575,73,29,141,-512,292,736
1603002916640,65,29,136,-664,372,752
1603002916749,109,29,136,-688,376,704
1603002916812,63,29,139,-600,256,668
1603002916882,70,29,111,-1164,564,320
1603002916950,68,29,135,-792,324,596
1603002917021,71,29,123,-936,400,264
1603002917132,111,29,124,-912,280,228
1603002917199,67,29,132,-980,348,160
1603002917264,65,29,139,-972,336,236
1603002917331,67,29,132,-1048,348,84
1603002917397,66,29,134,-980,256,-4
1603002917553,156,29,142,-992,208,-12
1603002917616,63,29,138,-1112,368,-228
1603002917688,72,29,147,-976,192,-140
1603002917753,65,29,145,-1060,252,-196
1603002917820,67,29,137,-1052,236,-344
1603002917947,127,29,134,-928,164,-336
1603002918015,68,29,156,-956,144,-196
1603002918081,66,29,143,-1040,348,-504
1603002918152,71,29,150,-928,132,-280
1603002918219,67,29,143,-1004,292,-532
1603002918338,119,29,139,-876,136,-500
1603002918403,65,29,145,-916,188,-496
1603002918475,72,29,145,-932,180,-492
1603002918540,65,29,213,-936,60,-48
1603002918606,66,29,166,-1144,460,-172
1603002918720,114,29,157,-904,184,72
1603002918791,71,29,150,-1024,268,100
1603002918857,66,29,146,-1040,332,68
1603002918927,70,29,146,-1116,448,24
1603002918995,68,29,140,-992,372,16
1603002919118,123,29,145,-1032,408,88
1603002919187,69,29,140,-960,384,48
1603002919256,69,29,137,-872,336,68
1603002919322,66,29,139,-1044,548,76
1603002919393,71,29,142,-1124,700,56
1603002919507,114,29,141,-1068,804,84
1603002919578,71,29,126,-1176,1012,-40
1603002919645,67,29,150,-516,612,96
1603002919716,71,29,117,-836,908,-36
1603002919781,65,29,132,-812,924,76
1603002919924,143,29,139,-560,808,108
1603002919989,65,29,125,-728,912,64
1603002920056,67,29,140,-628,864,104
1603002920122,66,29,134,-624,876,68
1603002920192,70,29,116,-852,972,20
1603002920295,103,29,132,-760,820,128
1603002920365,70,28,126,-740,688,144
1603002920435,70,29,133,-680,648,168
1603002920504,69,29,117,-888,648,-16
1603002920569,65,29,165,-628,356,316
1603002920681,112,29,135,-940,504,280
1603002920748,67,29,135,-928,500,224
1603002920820,72,29,133,-1008,560,152
1603002920886,66,29,134,-900,412,128
1603002920956,70,28,139,-884,392,184
1603002921062,106,29,121,-888,164,192
1603002921130,68,29,132,-1000,232,108
1603002921196,66,29,132,-1048,272,24
1603002921268,72,29,144,-948,152,224
1603002921335,67,29,144,-1084,248,212
1603002921451,116,29,143,-968,40,292
1603002921518,67,29,137,-1008,0,252
1603002921589,71,29,142,-916,-148,252
1603002921655,66,29,133,-944,-188,204
1603002921722,67,29,136,-928,-252,296
1603002921829,107,29,135,-952,-308,88
1603002921899,70,29,142,-932,-336,172
1603002921968,69,29,150,-964,-312,240
1603002922036,68,28,156,-956,-396,316
1603002922103,67,29,145,-920,-400,124
1603002922219,116,29,150,-900,-424,188
1603002922282,63,29,145,-880,-472,120
1603002922356,74,29,149,-924,-420,168
1603002922419,63,29,145,-884,-444,132
1603002922485,66,29,151,-1088,-240,84
1603002922601,116,29,151,-936,-236,120
1603002922669,68,29,152,-796,-96,168
1603002922736,67,29,136,-1436,560,-136
1603002922806,70,29,144,-940,240,88
1603002922873,67,29,140,-916,196,196
1603002922994,121,29,130,-1040,264,104
1603002923057,63,29,136,-988,244,172
1603002923129,72,29,120,-1024,196,120
1603002923194,65,28,141,-940,172,292
1603002923261,67,29,124,-872,248,132
1603002923366,105,29,124,-976,376,188
1603002923433,67,29,114,-1168,396,288
1603002923501,68,28,106,-904,188,204
1603002923571,70,29,95,-924,252,-84
1603002923637,66,29,116,-980,324,132
1603002923752,115,29,128,-1072,408,232
1603002923815,63,29,120,-900,284,180
1603002923884,69,29,118,-1008,412,60
1603002923949,65,29,123,-1036,384,276
1603002924012,63,29,110,-1124,324,160
1603002924123,111,29,114,-960,272,180
1603002924184,61,29,100,-932,168,140
1603002924251,67,29,119,-1028,288,148
1603002924318,67,29,106,-912,108,160
1603002924388,70,28,121,-1032,288,196
1603002924509,121,29,116,-1004,248,160
1603002924578,69,28,115,-1056,272,148
1603002924644,66,28,102,-980,168,84
1603002924710,66,29,113,-1056,224,148
1603002924776,66,29,108,-976,184,112
1603002924891,115,29,112,-996,196,164
1603002924954,63,29,113,-1040,236,132
1603002925020,66,29,117,-1016,256,196
1603002925086,66,29,111,-1004,216,144
1603002925157,71,29,116,-1060,256,188
1603002925267,110,29,110,-1008,196,144
1603002925338,71,28,112,-1000,204,140
1603002925402,64,28,114,-1044,252,148
1603002925474,72,29,110,-1016,228,144
1603002925539,65,28,104,-968,160,148
1603002925661,122,29,111,-1024,220,132
1603002925726,65,28,115,-1024,236,172
1603002925796,70,29,113,-1012,224,140
1603002925862,66,29,108,-1008,192,148
1603002925932,70,29,115,-1024,228,200
1603002926041,109,28,110,-1012,216,132
1603002926111,70,29,108,-1008,192,144
1603002926178,67,29,123,-996,228,248
1603002926249,71,29,114,-1028,236,232
1603002926315,66,29,96,-948,104,184
1603002926433,118,29,107,-972,144,208
1603002926499,66,28,111,-1016,196,184
1603002926565,66,29,110,-1020,228,144
1603002926631,66,28,116,-1048,248,188
1603002926702,71,28,115,-1016,236,184
1603002926829,127,28,108,-992,176,156
1603002926898,69,28,111,-1036,180,216
1603002926965,67,28,107,-1016,152,156
1603002927036,71,28,111,-976,120,220
1603002927102,66,28,110,-1004,132,188
1603002927237,135,29,111,-1008,176,184
1603002927304,67,29,111,-1012,156,212
1603002927374,70,29,111,-996,160,180
1603002927442,68,28,115,-1004,160,176
1603002927513,71,29,116,-996,172,140
1603002927650,137,29,108,-1004,152,56
1603002927721,71,28,110,-1024,156,76
1603002927788,67,28,113,-1048,168,60
1603002927857,69,28,120,-1060,204,116
1603002927925,68,28,116,-1020,136,96
1603002928123,198,29,113,-992,100,60
1603002928186,63,28,117,-1032,164,60
1603002928257,71,28,135,-1044,236,216
1603002928323,66,29,125,-1052,236,124
1603002928389,66,28,127,-1024,220,152
1603002928506,117,29,100,-988,72,52
1603002928573,67,29,108,-1056,136,-20
1603002928638,65,28,103,-968,88,0
1603002928704,66,28,108,-980,124,20
1603002928772,68,28,126,-992,260,80
1603002928934,162,28,126,-1048,348,96
1603002929001,67,28,102,-984,200,20
1603002929067,66,28,118,-1140,344,52
1603002929134,67,28,119,-968,260,88
1603002929204,70,28,111,-992,228,36
1603002929331,127,28,114,-976,208,120
1603002929400,69,28,115,-1008,248,88
1603002929467,67,28,122,-984,248,112
1603002929538,71,28,120,-1004,260,124
1603002929605,67,28,120,-1012,252,124
1603002929742,137,28,122,-992,220,144
1603002929806,64,28,120,-996,216,128
1603002929877,71,28,118,-1012,208,132
1603002929944,67,28,116,-984,192,120
1603002930016,72,28,119,-1040,224,116
1603002930141,125,28,118,-1012,216,124
1603002930211,70,28,116,-1008,192,140
1603002930276,65,28,113,-1020,180,120
1603002930343,67,28,119,-980,196,156
1603002930409,66,28,118,-1024,212,124
1603002930533,124,28,115,-1020,184,128
1603002930599,66,28,115,-1016,180,116
1603002930670,71,28,117,-992,192,100
1603002930736,66,28,123,-1076,284,96
1603002930802,66,28,115,-1012,168,120
1603002930925,123,28,108,-920,104,140
1603002930992,67,28,113,-1040,200,92
1603002931057,65,28,116,-1024,220,100
1603002931124,67,28,119,-1012,256,88
1603002931190,66,28,122,-1048,276,124
1603002931342,152,28,114,-1044,248,92
1603002931409,67,28,114,-992,224,92
1603002931481,72,28,116,-1012,228,116
1603002931547,66,28,114,-996,216,144
1603002931617,70,28,112,-1016,228,96
1603002931745,128,28,117,-1024,248,156
1603002931813,68,28,109,-1004,216,88
1603002931880,67,28,115,-1016,232,104
1603002931954,74,28,107,-1012,220,104
1603002932017,63,28,107,-996,176,120
1603002932148,131,28,118,-1020,272,136
1603002932213,65,28,117,-1052,276,136
1603002932280,67,28,114,-984,228,144
1603002932346,66,28,118,-1028,268,152
1603002932416,70,28,108,-992,200,104
1603002932553,137,28,109,-1008,192,88
1603002932627,74,28,117,-1028,244,104
1603002932690,63,28,123,-1016,260,156
1603002932757,67,28,117,-1020,260,140
1603002932823,66,28,113,-952,200,152
1603002932950,127,29,118,-992,228,160
1603002933015,65,28,114,-972,184,104
1603002933083,68,28,111,-1008,216,108
1603002933150,67,28,114,-1008,236,108
1603002933222,72,28,111,-988,196,128
1603002933364,142,28,116,-1008,208,128
1603002933435,71,28,117,-1032,232,124
1603002933501,66,28,113,-992,192,104
1603002933572,71,28,115,-1012,208,112
1603002933639,67,28,118,-1012,228,128
1603002933701,62,28,117,-996,200,120
1603002933766,65,28,113,-1020,220,136
1603002933835,69,28,107,-960,160,76
1603002933900,65,28,110,-1024,196,88
1603002933967,67,28,115,-1040,232,120
1603002934093,126,28,111,-996,200,128
1603002934163,70,28,113,-984,196,148
1603002934229,66,28,111,-988,196,152
1603002934301,72,28,110,-996,204,88
1603002934366,65,28,122,-1040,284,152
1603002934501,135,28,114,-1008,252,96
1603002934567,66,28,115,-1020,252,124
1603002934634,67,28,109,-988,212,112
1603002934700,66,28,112,-1012,232,108
1603002934770,70,28,108,-996,200,80
1603002934914,144,28,106,-1016,200,80
1603002934985,71,28,112,-1020,240,92
1603002935052,67,28,117,-1004,260,132
1603002935122,70,28,122,-1048,292,160
1603002935188,66,28,112,-1000,232,140
1603002935338,150,28,109,-1024,200,108
1603002935402,64,28,110,-1008,204,104
1603002935473,71,28,111,-988,196,92
1603002935541,68,28,109,-1040,236,108
1603002935611,70,28,113,-1012,224,100
1603002935738,127,28,119,-1004,272,108
1603002935807,69,28,118,-1048,296,148
1603002935873,66,28,111,-1032,244,116
1603002935944,71,28,106,-924,160,180
1603002936012,68,29,112,-1020,220,80
1603002936158,146,28,112,-1020,224,148
1603002936223,65,28,114,-1024,244,136
1603002936290,67,28,110,-996,200,100
1603002936358,68,28,112,-1000,204,124
1603002936427,69,28,118,-1004,232,164
1603002936555,128,28,114,-1016,244,136
1603002936622,67,28,112,-1020,236,112
1603002936690,68,28,115,-1020,236,144
1603002936761,71,28,110,-1000,216,116
1603002936828,67,28,114,-1020,208,132
1603002936986,158,28,108,-1004,192,128
1603002937052,66,28,126,-988,248,212
1603002937124,72,28,107,-1000,192,80
1603002937189,65,28,110,-1044,240,72
1603002937257,68,28,114,-1056,260,144
1603002937389,132,28,116,-1000,196,148
1603002937460,71,28,117,-1000,212,124
1603002937523,63,28,118,-996,240,144
1603002937594,71,28,117,-1004,224,164
1603002937663,69,28,112,-1016,216,132
1603002937806,143,28,112,-1020,212,128
1603002937874,68,28,112,-1020,228,92
1603002937940,66,28,125,-1028,260,200
1603002938006,66,28,117,-988,220,152
1603002938077,71,28,114,-1016,216,136
1603002938220,143,28,109,-980,176,112
1603002938291,71,28,114,-1032,224,128
1603002938356,65,28,111,-1004,192,128
1603002938423,67,28,115,-1040,220,132
1603002938489,66,28,108,-984,168,116
1603002938637,148,28,114,-1040,264,144
1603002938703,66,28,116,-1020,296,160
1603002938774,71,28,114,-1028,264,112
1603002938839,65,28,111,-984,208,148
1603002938908,69,28,115,-1012,240,172
1603002939051,143,28,117,-1032,268,148
1603002939119,68,28,116,-1000,244,132
1603002939185,66,28,115,-1024,232,140
1603002939256,71,28,115,-988,200,160
1603002939322,66,28,107,-988,168,108
1603002939485,163,28,119,-1016,212,148
1603002939547,62,28,115,-996,196,164
1603002939620,73,28,111,-1000,188,144
1603002939685,65,28,111,-1012,204,132
1603002939757,72,28,118,-1028,252,148
1603002939919,162,28,114,-1016,216,156
1603002939987,68,28,107,-960,152,120
1603002940053,66,28,123,-1044,248,200
1603002940125,72,28,110,-1020,192,112
1603002940191,66,28,111,-976,176,92
1603002940328,137,28,112,-1024,212,148
1603002940394,66,28,111,-996,196,172
1603002940464,70,28,111,-984,196,152
1603002940530,66,28,114,-1020,260,132
1603002940601,71,28,113,-1032,272,104
1603002940742,141,28,110,-1004,232,144
1603002940809,67,28,109,-1040,260,80
1603002940874,65,28,104,-996,216,60
1603002940941,67,28,106,-960,192,108
1603002941008,67,28,103,-1024,224,76
1603002941148,140,28,114,-1040,284,104
1603002941215,67,28,133,-1020,412,208
1603002941285,70,28,126,-1080,412,176
1603002941353,68,28,100,-1048,288,140
1603002941424,71,28,96,-984,156,68
1603002941576,152,28,104,-1004,200,120
1603002941643,67,28,108,-996,204,132
1603002941709,66,28,111,-996,212,156
1603002941781,72,28,112,-992,228,100
1603002941846,65,28,112,-1004,256,96
1603002942001,155,28,112,-996,248,116
1603002942066,65,28,116,-1012,308,128
1603002942136,70,28,116,-1016,292,108
1603002942203,67,28,113,-1000,272,92
1603002942275,72,28,113,-996,260,112
1603002942418,143,28,112,-972,232,144
1603002942488,70,28,111,-1004,248,116
1603002942557,69,28,111,-988,228,116
1603002942625,68,28,112,-1008,252,124
1603002942692,67,28,110,-1004,260,128
1603002942854,162,28,112,-1000,264,124
1603002942916,62,28,112,-988,252,144
1603002942983,67,28,108,-984,256,132
1603002943049,66,28,107,-972,236,96
1603002943119,70,28,86,-892,72,24
1603002943275,156,28,93,-696,452,-428
1603002943345,70,28,99,-744,744,-256
1603002943413,68,28,125,-1064,1060,112
1603002943483,70,28,83,-816,584,-24
1603002943549,66,28,81,-1144,784,-4
1603002943726,177,28,64,-1072,436,-280
1603002943790,64,28,66,-824,364,-160
1603002943859,69,28,61,-1064,444,-352
1603002943923,64,28,69,-820,336,-76
1603002943994,71,28,63,-844,256,-268
1603002944140,146,28,61,-1312,156,-96
1603002944208,68,28,58,-1124,-4,-232
1603002944273,65,28,46,-880,-172,-88
1603002944339,66,28,40,-1216,-100,-100
1603002944412,73,28,37,-1188,-48,-420
1603002945053,641,28,19,-1040,204,16
1603002945124,71,28,19,-1016,200,12
1603002945193,69,28,19,-1024,212,16
1603002945262,69,28,20,-1012,208,16
1603002945327,65,28,20,-1008,204,12
1603002945481,154,28,19,-1012,200,12
1603002945547,66,28,21,-1016,204,4
1603002945617,70,28,20,-1016,208,12
1603002945685,68,28,20,-1016,200,12
1603002945756,71,28,20,-1016,196,12
1603002945925,169,28,20,-1016,208,12
1603002945992,67,28,20,-1028,204,12
1603002946058,66,28,19,-1024,200,12
1603002946130,72,28,19,-1028,200,12
1603002946195,65,28,19,-1024,200,16
1603002946356,161,28,19,-1020,196,12
1603002946421,65,28,20,-1028,200,12
1603002946491,70,28,20,-1016,208,4
1603002946558,67,28,20,-1020,204,8
1603002946630,72,28,19,-1024,200,12
1603002946809,179,28,20,-1032,212,8
1603002946877,68,28,19,-1020,204,20
1603002946944,67,28,21,-1028,204,20
1603002947016,72,28,20,-1012,204,16
1603002947081,65,28,20,-1024,204,12
1603002947257,176,28,19,-1020,208,12
1603002947324,67,28,20,-1028,204,12
1603002947395,71,28,21,-1008,196,0
1603002947461,66,28,20,-1020,204,12
1603002947527,66,28,20,-1020,200,16
1603002947682,155,28,21,-1016,204,12
1603002947751,69,28,21,-1020,196,8
1603002947819,68,28,20,-1012,200,12
1603002947890,71,28,20,-1020,200,12
1603002947955,65,28,20,-1012,204,8
1603002948163,208,28,20,-1024,204,8
1603002948227,64,28,20,-1020,204,20
1603002948293,66,28,20,-1012,200,12
1603002948359,66,28,20,-1028,204,12
1603002948430,71,28,20,-1028,200,12
1603002948595,165,28,19,-1016,200,20
1603002948667,72,28,21,-1024,204,12
1603002948735,68,28,21,-1020,204,12
1603002948805,70,28,19,-1016,200,12
1603002948871,66,28,21,-1012,204,12
1603002949030,159,28,20,-1012,200,16
1603002949096,66,28,21,-1020,208,16
1603002949167,71,28,21,-1028,200,8
1603002949234,67,28,19,-1012,204,16
1603002949307,73,28,19,-1024,196,20
1603002949468,161,28,20,-1016,204,12
1603002949536,68,28,19,-1012,200,12
1603002949601,65,28,19,-1016,200,12
1603002949667,66,28,20,-1016,208,8
1603002949735,68,28,20,-1000,200,16
1603002949907,172,28,18,-1016,204,8
1603002949970,63,28,19,-1024,200,12
1603002950041,71,28,20,-1020,204,12
1603002950108,67,28,20,-1020,208,12
1603002950178,70,28,20,-1024,200,12
1603002950339,161,28,20,-1008,200,12
1603002950410,71,28,20,-1020,204,8
1603002950475,65,28,20,-1024,204,12
1603002950541,66,28,21,-1024,204,12
1603002950609,68,28,20,-1028,200,16
1603002950772,163,28,20,-1020,196,8
1603002950838,66,28,19,-1016,196,12
1603002950910,72,28,22,-1024,200,4
1603002950975,65,28,21,-1024,200,12
1603002951042,67,28,20,-1024,200,12
1603002951225,183,28,19,-1020,196,8
1603002951295,70,28,20,-1020,204,8
1603002951362,67,28,20,-1016,208,16
1603002951433,71,28,21,-1020,204,16
1603002951499,66,28,19,-1020,196,16
1603002951666,167,28,19,-1016,192,4
1603002951729,63,28,19,-1020,200,12
1603002951795,66,28,20,-1008,212,8
1603002951862,67,28,21,-1028,208,8
1603002951932,70,28,21,-1012,204,8
1603002952102,170,28,19,-1024,204,12
1603002952169,67,28,21,-1020,196,12
1603002952238,69,28,20,-1020,200,16
1603002952306,68,28,21,-1024,208,4
1603002952373,67,28,20,-1016,192,16
1603002952556,183,28,19,-1012,196,20
1603002952623,67,28,20,-1012,200,8
1603002952693,70,28,20,-1020,196,12
1603002952759,66,28,20,-1012,204,12
1603002952830,71,28,19,-1020,204,12
1603002952992,162,28,20,-1016,208,12
1603002953061,69,28,20,-1020,200,12
1603002953127,66,28,20,-1020,196,8
1603002953198,71,28,20,-1020,204,12
1603002953265,67,28,21,-1020,208,4
1603002953446,181,28,21,-1024,212,12
1603002953513,67,28,20,-1028,192,16
